order_id,order_date,customer_id,customer_name,store_id,product_id,quantity,unit_price
38,2025-03-26,4637,Nicholas Morrow MD,3,101,3,220.95
39,2024-06-29,3510,Mary Mcdaniel,24,85,1,171.46
40,2024-06-02,5305,Melissa Thomas,1,44,4,175.73
41,2025-04-22,4016,Colton Lawson,28,14,3,1060.2
42,2024-10-12,7304,Timothy Franco,30,107,2,31.48
43,2024-03-21,1443,Brittany Wall,34,94,3,224.2
44,2024-09-22,6621,Tiffany Williams,35,118,4,168.6
45,2024-04-21,3569,Joseph Sanchez,38,106,3,213.32
46,2023-11-27,6978,Mark Cannon,6,32,3,100.6
47,2025-06-21,3693,Lucas Wright,30,32,5,100.6
48,2024-09-16,5474,Mr. Cory Hanna PhD,22,49,1,87.06
49,2024-05-21,6972,Willie Robinson,12,42,4,390.9
50,2023-08-06,2907,Victoria Walters,17,103,3,129.74
51,2023-10-14,7212,Tony Singh,18,77,5,357.91
52,2023-01-11,4233,Amy Rodriguez,6,25,2,545.14
53,2025-01-07,3330,Michelle Beard MD,36,63,2,113.77
54,2024-12-08,3901,Erica Johnson,32,83,4,10.98
55,2025-03-22,142,Kyle Preston,19,12,2,412.78
56,2024-02-19,5668,Doris Johnson,20,32,5,100.6
57,2024-01-13,3877,Ryan Lopez,34,71,3,159.56
58,2024-03-11,6111,Valerie Martinez MD,22,71,3,159.56
59,2024-12-20,3718,Christina Garner,20,35,3,74.18
60,2023-08-25,989,Grace Benitez DVM,13,93,3,118.62
61,2023-05-03,6086,Alexandra Moss,12,69,2,94.25
62,2023-08-10,6051,Alexander Carlson,18,62,5,400.32
63,2025-02-17,4298,Dawn Ross,19,77,1,357.91
64,2025-05-02,1591,Laura Davis,15,38,3,310.15
65,2023-07-03,2477,April Hensley,35,2,2,205.87
66,2023-10-08,373,Heather Ashley,36,7,3,437.15
67,2024-12-15,7734,Marissa Clark,32,17,1,67.0
68,2025-06-12,101,John Kelly,19,74,4,163.47
69,2024-05-05,3609,James Grant,12,44,1,175.73
70,2023-09-16,7710,Jasmine Perry,31,111,1,154.99
71,2025-04-21,536,Michael Love,32,52,1,44.32
72,2024-08-13,5157,Stephanie Gomez,4,88,2,368.12
73,2023-06-02,6645,Tara Walsh,20,73,1,294.62
74,2023-09-12,971,Jennifer Flores,27,72,5,156.73
75,2024-09-02,6478,Ryan Vance,15,80,5,105.51
76,2024-01-25,3691,Renee Thomas,29,117,3,316.22
77,2025-05-30,4822,Dennis Smith,20,55,5,41.66
78,2024-09-27,494,Mary Burgess,7,79,2,159.33
79,2024-10-02,1729,Richard Chen,6,34,2,445.27
80,2023-09-03,1424,Joseph Flores,5,71,2,159.56
81,2023-01-03,3347,Daniel White,39,58,4,76.75
82,2023-10-26,268,Carlos Brown,19,30,3,277.84
83,2024-12-20,7042,Michael Howe,5,59,2,269.69
84,2023-09-28,6454,Sharon Trevino,38,102,2,253.13
85,2024-03-11,941,Lisa Davis,15,70,2,200.25
86,2023-09-30,6772,Ryan Hernandez,5,19,1,99.53
87,2023-06-19,6494,Betty Reyes,39,40,5,221.24
88,2023-10-23,3598,Erika Black,30,16,3,310.18
89,2024-12-17,3298,Kathryn Moody,33,35,5,74.18
90,2024-05-20,3587,Lori Rodriguez,39,11,1,74.43
91,2025-06-29,3540,Holly Douglas,21,95,5,32.33
92,2023-09-14,212,Amanda Diaz,15,12,5,412.78
93,2024-08-24,7789,Chelsea Martinez,18,3,5,420.47
94,2023-02-11,6252,Kimberly Rubio,12,97,4,36.51
95,2024-06-15,5338,Beth Preston,18,57,2,50.53
96,2024-08-22,3571,Crystal Love,32,82,1,29.16
97,2024-04-26,2851,Daniel Carroll,22,53,3,288.75
98,2024-11-17,857,Vickie Price,11,110,3,59.31
99,2024-02-26,5683,Mr. Thomas Smith MD,19,64,4,13.96
100,2025-04-13,6231,Karen Rodriguez,3,71,4,159.56
101,2023-04-01,2577,Richard Garrison,21,33,1,89.19
102,2025-03-02,3312,Eric Thomas,33,111,1,154.99
103,2024-11-04,7122,Timothy Barnes,30,70,4,200.25
104,2023-02-25,1537,Rachel Mann,24,67,5,38.86
105,2025-02-13,4084,Brian Fitzpatrick,29,81,1,333.82
106,2023-07-28,2188,Justin Maxwell,9,71,3,159.56
107,2024-03-24,7216,Julia Riggs,32,90,1,314.7
108,2023-01-30,7973,Katelyn Allen,39,81,2,333.82
109,2024-12-27,1298,Isaac Grant,36,40,1,221.24
110,2024-07-19,3343,Duane Buck,15,12,1,412.78
111,2024-04-17,7759,David Hall,10,16,4,310.18
112,2025-01-03,2391,Jason Paul,18,66,4,316.99
113,2025-05-04,3953,Jacob Thompson,16,61,4,115.45
114,2024-07-18,1185,Thomas Keith,13,50,5,314.67
115,2024-06-04,6114,Theresa Hernandez,9,113,1,445.2
116,2023-10-10,6330,Patrick Jackson,27,102,3,253.13
117,2025-03-17,4160,Rebecca Nichols,1,35,3,74.18
118,2025-01-13,2446,Thomas Cole,38,108,5,145.79
119,2024-11-06,4012,Susan Hernandez,10,111,4,154.99
120,2024-07-05,3968,Wendy Coleman,22,45,5,405.0
121,2025-02-20,4452,Linda Garcia,30,49,3,87.06
122,2025-06-09,1546,Melissa King,16,90,5,314.7
123,2024-01-28,1914,John Hall,27,110,1,59.31
124,2023-11-22,6101,Jason Lamb,25,61,4,115.45
125,2024-11-10,6492,Tiffany Lopez,10,106,4,213.32
126,2023-02-07,1035,Karen Fisher,38,65,3,249.61
127,2025-06-09,823,Erik Martinez,29,112,1,279.25
128,2024-06-22,7459,Sandra Brooks,1,59,2,269.69
129,2024-02-24,7135,George Ellis,10,84,1,283.39
130,2024-04-25,6403,Kristina Smith,22,34,5,445.27
131,2024-12-10,3257,Regina Garner,6,84,3,283.39
132,2025-05-22,5525,Dana Wyatt,35,110,4,59.31
133,2023-11-21,5135,Stephanie Galvan,32,92,5,262.64
134,2023-02-06,5059,Jessica Baker,16,9,3,121.58
135,2023-08-21,6118,Michael Owen,28,12,1,412.78
136,2025-02-17,5192,Tammy Joseph,7,91,4,105.42
137,2023-06-20,5686,Ralph Edwards,2,39,1,195.2
138,2023-11-29,6523,Kristin Oliver,19,8,3,678.7
139,2024-01-19,3529,Martin Lara,16,19,5,99.53
140,2024-02-26,4637,Nicholas Morrow MD,12,88,2,368.12
141,2023-06-29,647,Richard Ward,25,79,5,159.33
142,2024-11-30,1973,Steven Edwards,38,64,2,13.96
143,2023-08-26,3778,Marc Fowler,17,82,4,29.16
144,2023-09-19,5463,Stacey Lewis,30,2,3,205.87
145,2024-11-24,4478,Robin Carpenter,5,21,4,188.44
146,2023-12-20,4814,Kenneth Powell,28,39,3,195.2
147,2024-04-12,6925,Matthew Coleman,13,39,4,195.2
148,2025-05-23,3959,Holly King DDS,16,14,4,1060.2
149,2024-08-08,2941,Jennifer Wilson,19,74,3,163.47
150,2023-01-23,6800,Michael Hogan,26,85,3,171.46
151,2023-01-09,4637,Nicholas Morrow MD,4,111,5,154.99
152,2025-02-02,4070,Francisco Hughes,19,107,2,31.48
153,2024-09-13,6570,Jacob Hoover,15,46,2,294.7
154,2024-09-27,2054,Duane Conley,9,87,1,195.23
155,2024-10-04,5295,Kimberly Rivera,20,6,4,184.02
156,2023-02-04,4748,Anna Hill,9,47,1,397.61
157,2023-10-30,2677,Phyllis Ross,27,96,2,447.75
158,2023-07-25,1083,Kimberly Edwards,35,101,3,220.95
159,2024-06-27,4111,Shane Young,18,117,2,316.22
160,2023-09-21,7488,Tiffany Mayer,31,106,3,213.32
161,2025-02-03,7131,Daniel Hunt,8,44,4,175.73
162,2023-03-19,1154,Michael Bradley,15,97,4,36.51
163,2025-05-16,6592,Taylor Gregory,24,72,1,156.73
164,2025-03-20,3233,Melissa Quinn,17,2,5,205.87
165,2023-05-07,3726,Wayne Morales,17,48,5,233.05
166,2024-01-26,6738,Carolyn Harrison MD,24,82,1,29.16
167,2024-11-22,1916,Kathleen Johnson,2,61,5,115.45
168,2025-06-24,7727,Hector Lee,21,72,5,156.73
169,2023-08-15,5306,Michele Wallace,30,9,3,121.58
170,2024-10-26,3345,Taylor Hoffman,9,15,1,752.35
171,2023-02-08,2494,Sherri Martin,8,64,1,13.96
172,2023-08-29,7269,Trevor Archer,9,69,4,94.25
173,2024-04-09,3040,Tiffany Reeves,35,86,4,195.74
174,2024-08-24,6081,Anthony Anderson,10,94,4,224.2
175,2024-11-01,812,Tyrone Kaufman,32,107,5,31.48
176,2024-02-22,7693,John Warner,3,36,3,238.22
177,2023-08-11,3633,Gene Jones,16,57,3,50.53
178,2023-04-12,5618,Scott James,35,48,3,233.05
179,2023-03-04,3262,Kelly Lee,13,36,1,238.22
180,2025-05-18,6752,Kimberly Fitzgerald,6,59,2,269.69
181,2024-10-19,5239,Paul Freeman,2,77,1,357.91
182,2025-03-16,2733,Matthew Parrish,9,32,5,100.6
183,2023-07-30,563,Sabrina Young,36,107,2,31.48
184,2024-08-23,1770,Melissa Garcia,15,105,3,373.02
185,2025-03-03,1209,Michael Nielsen,39,101,1,220.95
186,2023-10-11,7033,Christina Shaw,9,19,5,99.53
187,2023-09-14,6542,Cheryl Stevens,8,23,1,185.85
188,2023-05-15,122,John Ray,16,46,5,294.7
189,2023-11-28,130,Deborah Miller,17,23,1,185.85
190,2023-05-10,6077,Wendy Castro,34,54,1,92.28
191,2025-02-02,521,Jeremy Adams,29,61,3,115.45
192,2024-06-09,4864,Paul Anderson,29,14,5,1060.2
193,2023-08-15,7745,Eric Mayo,3,79,5,159.33
194,2023-11-05,3753,Adam Marquez,2,83,1,10.98
195,2024-05-05,6942,Brenda Roberts,28,52,1,44.32
196,2024-05-17,5836,Wayne Simpson,29,117,1,316.22
197,2023-03-24,2639,Jeffrey Gomez,10,78,1,77.05
198,2023-05-10,2253,Adam Thompson,38,80,5,105.51
199,2024-12-30,2664,Gregory Bowen,39,49,5,87.06
200,2023-10-29,3717,Brenda Becker,39,65,4,249.61
201,2023-04-12,6498,Lindsay Nicholson,8,90,5,314.7
202,2025-01-08,7091,Brian Sanchez,28,28,4,124.5
203,2025-06-28,1872,Alan Bailey,22,53,4,288.75
204,2024-02-13,3408,Natalie Adams,7,94,3,224.2
205,2024-03-13,2561,Lynn Lewis,17,86,3,195.74
206,2023-06-06,5627,Shane Nielsen,31,119,1,261.24
207,2023-04-04,6814,Alan Mendoza,6,11,4,74.43
208,2023-04-09,6100,Jesse Smith,24,95,2,32.33
209,2024-07-23,492,Raymond Thomas,36,76,5,183.59
210,2023-12-04,5489,Kathleen Martin,27,16,3,310.18
211,2025-06-13,5451,Robert Jordan,28,97,1,36.51
212,2023-10-22,4919,Kenneth Bauer,23,40,1,221.24
213,2024-08-14,4157,Joanne Austin,10,28,4,124.5
214,2023-08-18,6941,Michael Leonard,23,14,5,1060.2
215,2024-01-12,942,Thomas Russell,18,98,5,53.01
216,2023-08-20,6613,Christopher Gonzalez,36,55,5,41.66
217,2024-09-20,5530,Katie Mitchell,36,83,1,10.98
218,2024-09-15,7612,Lisa Curtis,18,85,1,171.46
219,2023-07-04,2239,Amanda Hess,20,90,3,314.7
220,2023-12-26,51,Joseph Hansen,10,24,5,619.62
221,2024-11-04,3284,Justin Morris,10,9,1,121.58
222,2023-04-04,6113,Sherry Molina,14,68,4,141.13
223,2024-03-05,3717,Brenda Becker,11,44,3,175.73
224,2023-11-16,5912,Sean Bailey,37,42,5,390.9
225,2023-03-28,7237,Dr. Brady Clark Jr.,10,7,2,437.15
226,2025-02-11,5062,Timothy Carpenter,6,7,3,437.15
227,2024-03-29,5423,Carol Lopez,32,55,5,41.66
228,2024-03-28,3393,Mark Smith,14,35,5,74.18
229,2023-04-27,2828,Teresa Williams,8,56,3,41.19
230,2024-11-25,5559,Robert Nelson,32,76,5,183.59
231,2024-11-14,2527,Erica Schultz,15,6,4,184.02
232,2024-09-05,449,Taylor Griffith,14,1,3,548.94
233,2023-08-05,6287,Thomas Vargas,17,18,3,663.35
234,2023-12-02,983,Stephen Watson,32,1,4,548.94
235,2023-06-29,1059,Stefanie Hart,35,49,2,87.06
236,2024-05-27,4578,Kathryn Kramer,23,107,1,31.48
237,2024-02-11,7060,Nancy Barry,3,95,4,32.33
238,2023-01-20,3767,Jason Johnson,5,118,3,168.6
239,2024-08-12,3517,Jennifer Barnes,26,74,4,163.47
240,2023-10-24,944,Ana Mckinney,2,52,3,44.32
241,2023-06-25,6565,Victoria Vang,30,80,3,105.51
242,2023-04-01,3578,Brett Lawrence,7,109,2,313.04
243,2024-03-22,4825,Suzanne George,34,52,1,44.32
244,2024-02-10,7132,Denise Gibson,22,40,2,221.24
245,2023-12-08,6383,Jennifer Bradley,5,22,5,754.9
246,2024-10-10,935,Melissa Williams,33,68,2,141.13
247,2025-03-05,2863,Samantha Navarro,10,45,2,405.0
248,2023-04-16,1200,Kevin Taylor,13,33,2,89.19
249,2024-09-08,1253,Jared Smith,5,98,2,53.01
250,2025-03-02,5145,David Robles,30,64,5,13.96
251,2025-02-17,4748,Anna Hill,37,58,5,76.75
252,2023-11-27,7080,Warren Hooper,21,81,2,333.82
253,2024-03-26,560,Nicole Parsons,29,61,3,115.45
254,2025-03-26,2251,Erin Sloan,4,76,3,183.59
255,2024-06-03,608,Kelly Allen,30,40,4,221.24
256,2023-02-08,467,Emily Long,19,48,1,233.05
257,2024-10-22,7080,Warren Hooper,6,110,5,59.31
258,2024-08-31,4154,Lynn Davis,30,50,5,314.67
259,2024-07-21,7818,Peggy Blevins,3,102,4,253.13
260,2025-04-09,4684,Alex Mason,13,84,3,283.39
261,2024-09-11,3897,Ryan Guzman,10,65,1,249.61
262,2024-04-06,848,James Reeves,22,104,1,236.73
263,2024-05-31,5294,Dr. Tracy Evans,3,23,2,185.85
264,2024-12-25,3587,Lori Rodriguez,34,57,5,50.53
265,2024-09-16,1301,Marie Ryan,24,47,3,397.61
266,2024-02-01,3349,Janet Johnston,22,100,5,47.54
267,2023-02-23,6466,Steven Baker,22,81,1,333.82
268,2023-12-04,775,James Davidson,25,72,3,156.73
269,2023-09-16,5929,Sara Bartlett,39,110,2,59.31
270,2023-12-08,668,Robin Wheeler,10,75,3,350.73
271,2023-11-14,7928,Gregory Deleon,26,84,2,283.39
272,2024-09-01,5807,Heather Harris,20,11,5,74.43
273,2024-01-21,5272,Abigail Webb,22,102,2,253.13
274,2024-11-17,5758,Todd Doyle,34,107,1,31.48
275,2024-10-23,5493,Laura Welch,33,55,3,41.66
276,2023-01-19,2971,Kevin Horn,12,40,2,221.24
277,2023-12-16,7764,Carol Gibson,32,99,2,198.89
278,2023-08-20,1127,Brendan Bonilla,5,20,3,779.44
279,2025-05-14,6457,Judith Black,33,13,5,468.44
280,2025-05-05,6051,Alexander Carlson,34,114,1,89.07
281,2024-11-08,2759,Aaron Walker,40,113,2,445.2
282,2024-09-03,3087,Shannon Clark,11,20,2,779.44
283,2025-05-01,5676,Charles Bennett,40,99,2,198.89
284,2025-01-08,3586,Glenda Byrd,27,6,3,184.02
285,2024-11-23,5895,Joshua Rowe,29,31,5,150.13
286,2023-10-19,6164,Randy Lewis,29,96,2,447.75
287,2024-06-30,1960,Rhonda Farrell,31,40,2,221.24
288,2024-01-12,5557,Charles Moore,29,74,4,163.47
289,2025-02-26,2309,Brianna Harrison,25,100,5,47.54
290,2024-06-24,3430,Joe Hopkins,13,21,5,188.44
291,2023-05-22,7152,Jennifer Andersen,4,33,4,89.19
292,2025-06-14,3041,Nicholas Reynolds,7,71,5,159.56
293,2025-05-21,1022,Mr. Adam Davis,6,37,2,39.24
294,2023-10-07,3681,Jason Ryan,33,116,2,314.67
295,2025-04-30,3584,Erin Webb,15,12,4,412.78
296,2025-06-24,2864,Morgan Smith,2,120,4,5.56
297,2023-02-24,3248,Katie Jackson,24,65,2,249.61
298,2024-01-31,669,Ashley Wright,15,48,1,233.05
299,2023-11-23,7626,Ariel Gibbs,22,13,2,468.44
300,2023-05-21,314,Emily Gonzales,31,37,2,39.24
301,2025-02-16,5780,William Torres,29,61,5,115.45
302,2023-01-06,7421,Allen Alvarado,2,11,3,74.43
303,2023-08-09,6841,Eric Holden,36,20,5,779.44
304,2024-06-24,3468,Jennifer Thompson,19,15,2,752.35
305,2023-11-05,999,Aaron Gross,16,7,4,437.15
306,2024-10-16,6504,Bryan Scott,30,80,1,105.51
307,2023-04-24,6855,Jeffrey Pace,32,116,5,314.67
308,2024-07-02,135,Rick Lawrence,33,81,5,333.82
309,2023-09-05,5887,Lee Heath,19,19,4,99.53
310,2023-01-02,5037,Nancy Hall,16,46,5,294.7
311,2024-03-02,1535,Kenneth Krause,6,86,5,195.74
312,2024-01-05,555,Amanda Keller,35,68,5,141.13
313,2025-03-16,4159,Alyssa Hunter,2,71,4,159.56
314,2025-06-13,3852,Michaela Boyd,25,6,3,184.02
315,2023-09-17,6123,George Willis,23,3,1,420.47
316,2023-12-20,1976,Ryan Cameron,7,94,5,224.2
317,2025-01-22,6199,Douglas Mejia,9,43,1,245.16
318,2023-12-27,4473,William Jenkins,12,44,4,175.73
319,2024-12-13,3921,Tiffany Daniel,12,81,2,333.82
320,2023-03-06,5866,Brandon Mendoza,30,100,1,47.54
321,2023-10-28,1652,Dorothy Mclaughlin,13,6,1,184.02
322,2023-11-20,7647,Lori Weaver,33,40,4,221.24
323,2025-04-14,4449,Jonathan Rodgers,17,61,1,115.45
324,2025-02-10,5300,Andrew Giles,19,25,3,545.14
325,2025-06-01,6397,Holly Phillips,22,7,3,437.15
326,2023-05-08,6549,Jennifer Jones,28,48,4,233.05
327,2025-01-31,3603,Eric Elliott,25,115,3,221.53
328,2023-07-11,4065,Christopher Farmer,32,89,3,161.36
329,2025-03-27,4254,Harry Hill,6,35,4,74.18
330,2023-03-22,3528,Judy Sutton,12,78,5,77.05
331,2023-10-28,2632,Evan Walton,6,14,3,1060.2
332,2024-11-07,2422,Miguel Stafford,29,40,5,221.24
333,2025-01-04,3491,Jason Larson,29,22,3,754.9
334,2024-04-02,347,Rachel Young,23,94,5,224.2
335,2024-03-21,2250,Erica Clark,4,82,1,29.16
336,2024-11-18,5223,James Stevens,24,52,5,44.32
337,2025-03-31,6144,William Owens,11,87,1,195.23
338,2023-05-27,6953,Joseph Clark,29,78,1,77.05
339,2023-05-10,551,Nicole Good,24,31,3,150.13
340,2024-01-28,7779,Marcus Harvey,3,73,5,294.62
341,2023-06-07,5563,Edward West MD,24,58,3,76.75
342,2024-03-30,6252,Kimberly Rubio,37,10,2,115.27
343,2024-06-26,3007,Alex Mccann,21,51,3,237.03
344,2023-09-13,7869,Carmen Herrera,2,15,2,752.35
345,2024-05-26,4242,Stephanie Lowery,36,50,1,314.67
346,2023-09-26,6349,Dustin Williams,29,34,2,445.27
347,2024-09-18,2340,Diana Martinez,32,89,2,161.36
348,2023-05-06,1112,Lori Cameron,5,110,4,59.31
349,2023-06-26,7362,Steven Barrett,29,92,1,262.64
350,2025-04-09,5587,Kathryn Anderson,21,109,3,313.04
351,2024-12-27,532,Kelly Rice,35,71,3,159.56
352,2023-11-04,6975,Phillip Hamilton,12,21,3,188.44
353,2024-06-04,1837,Cindy Barron,13,16,2,310.18
354,2023-08-31,6475,Deborah Hayes,2,64,3,13.96
355,2024-07-21,4689,Justin Pineda,30,48,5,233.05
356,2023-05-13,5014,Dr. John Duncan,6,114,1,89.07
357,2023-11-13,3262,Kelly Lee,31,92,5,262.64
358,2024-02-25,6301,Jaime Sharp,37,53,1,288.75
359,2023-05-09,7966,Andrew Reyes,5,41,4,338.58
360,2024-04-22,5572,Frank Williams,23,67,2,38.86
361,2025-06-18,6792,Brittany Maxwell,36,100,5,47.54
362,2023-07-06,6290,Devin Martin,28,17,5,67.0
363,2025-06-08,454,Kyle Cameron,8,107,5,31.48
364,2023-06-06,2492,Michael Cruz,11,22,3,754.9
365,2024-12-27,1848,Patrick Walker DDS,34,45,3,405.0
366,2025-05-16,647,Richard Ward,13,33,5,89.19
367,2023-10-09,1026,William Baker,20,81,5,333.82
368,2024-06-30,766,Cynthia Cruz,11,65,5,249.61
369,2024-08-17,1264,Deborah Mitchell,40,22,5,754.9
370,2023-12-12,6903,Sean Bennett,37,119,1,261.24
371,2025-04-25,7077,Matthew Woodward,6,4,1,257.98
372,2024-10-18,6317,Carlos Arellano,17,74,2,163.47
373,2025-02-24,4687,Richard Weiss,40,54,1,92.28
374,2024-05-24,7283,Adrienne Moon,35,81,3,333.82
375,2024-10-19,7837,William Church,31,39,2,195.2
376,2025-04-04,6614,Nicole Carroll,26,88,3,368.12
377,2024-04-09,598,Kelly Combs,4,89,2,161.36
378,2024-03-26,3405,Brittney Carroll,30,62,2,400.32
379,2023-12-15,4970,Richard Dean,21,19,3,99.53
380,2025-01-21,7052,Tracey Johnson,26,45,2,405.0
381,2025-02-17,3036,Roger Martinez,36,66,1,316.99
382,2023-11-23,1981,Ronnie Mclaughlin,8,60,3,258.37
383,2024-04-05,2031,James Henderson,7,19,1,99.53
384,2023-10-25,7745,Eric Mayo,40,50,4,314.67
385,2023-09-12,7887,Jessica Mcconnell,11,111,3,154.99
386,2024-08-14,5908,James Reese,13,41,2,338.58
387,2024-05-25,4217,Nathan Carter,32,60,3,258.37
388,2024-05-24,190,Ashlee Jackson,26,12,5,412.78
389,2024-04-13,7920,Teresa Lawson,14,31,5,150.13
390,2023-12-28,399,Michael Sullivan,19,7,4,437.15
391,2024-09-03,7229,Brian Hinton,31,108,3,145.79
392,2024-07-03,67,Stephanie Freeman,7,109,4,313.04
393,2023-05-18,7230,Samantha Johnson,24,34,4,445.27
394,2024-01-10,371,Aaron Gomez,4,52,5,44.32
395,2024-07-29,1595,Deanna Cox,36,47,3,397.61
396,2023-03-17,3165,Jeremy Walker,29,65,5,249.61
397,2023-10-14,6761,Julie Gomez,40,80,1,105.51
398,2023-05-12,7988,Steven Ruiz,26,13,3,468.44
399,2025-03-24,2778,Brenda Raymond,24,72,2,156.73
400,2023-07-23,4936,Amanda Williamson,26,66,5,316.99
401,2023-02-11,372,Chelsea Barnett,9,5,3,217.3
402,2025-04-03,3881,Christopher Moody,30,67,2,38.86
403,2024-09-12,7317,Dylan Mason,9,66,3,316.99
404,2024-09-19,2610,Melissa Bates,26,21,5,188.44
405,2025-01-27,6903,Sean Bennett,38,39,3,195.2
406,2024-06-03,6786,Ebony Black,35,66,4,316.99
407,2024-12-26,4612,Monica Barnett,31,39,1,195.2
408,2024-01-13,2714,Tyler Brown,8,87,4,195.23
409,2024-08-20,2521,Seth Morales,2,102,5,253.13
410,2024-04-30,2176,Peter Pugh,38,84,5,283.39
411,2023-08-22,5910,David Mathews,38,7,4,437.15
412,2023-06-24,4295,Joanna Garza,40,81,4,333.82
413,2023-06-01,6732,Bradley Morales,16,88,1,368.12
414,2024-08-09,7768,Courtney Wagner,8,90,2,314.7
415,2023-01-20,3613,Jeanette Moyer,27,41,2,338.58
416,2024-02-27,5657,Tyler Casey,27,27,5,267.23
417,2025-03-04,5010,Austin Ford,31,118,1,168.6
418,2024-12-23,1132,Robert Jones,14,67,5,38.86
419,2023-11-29,5425,Ann Schmitt,34,62,4,400.32
420,2023-11-18,7838,Kevin Scott,30,23,5,185.85
421,2023-12-17,4476,April Wilson,17,46,5,294.7
422,2024-05-10,1576,Alison Blake,18,32,5,100.6
423,2023-11-02,1843,Jaime Smith,19,39,2,195.2
424,2024-12-07,5776,Jeffrey Fields,21,63,4,113.77
425,2023-12-24,4592,Robert Hebert,18,120,3,5.56
426,2023-05-05,4698,Veronica Clayton,35,87,4,195.23
427,2024-02-09,6705,Dawn James,10,45,3,405.0
428,2023-02-13,2357,Bill Valenzuela,6,92,3,262.64
429,2024-03-28,5374,Evelyn Pierce,31,33,2,89.19
430,2023-07-26,6783,Steven Johnson,18,69,5,94.25
431,2024-12-13,2226,Brett Thomas,7,18,5,663.35
432,2025-01-28,4808,James Delacruz,16,31,1,150.13
433,2024-11-16,7416,Mary Brennan,15,68,2,141.13
434,2023-02-23,821,Tony Taylor,22,53,4,288.75
435,2023-04-13,5581,Lindsey Sanchez,9,99,1,198.89
436,2024-07-17,7612,Lisa Curtis,27,21,4,188.44
437,2024-05-03,5330,Joshua Reed,19,26,3,260.95
438,2023-10-20,5292,Danielle Evans,6,8,5,678.7
439,2023-08-26,4384,Carly King,3,95,2,32.33
440,2024-03-03,7228,Veronica Meyer,12,108,1,145.79
441,2025-05-06,3253,Jesse Hardin,32,101,2,220.95
442,2025-02-05,7882,Mrs. Jill Hodges,19,112,1,279.25
443,2023-01-10,2445,Philip Watts,39,73,1,294.62
444,2023-12-10,2332,Daniel Bryant,35,59,5,269.69
445,2024-05-20,7285,Jesus Poole,33,18,4,663.35
446,2023-10-07,1580,Tyler Castro,8,104,3,236.73
447,2023-06-16,5990,Carolyn Davis,17,59,2,269.69
448,2023-01-15,6035,Pam Smith,19,44,5,175.73
449,2024-11-21,6204,Kerri Parsons,12,25,5,545.14
450,2025-05-26,5233,Shelley James,26,115,4,221.53
451,2024-06-11,2687,Scott Fuller,26,12,1,412.78
452,2023-07-09,1152,Sarah Thomas,21,62,2,400.32
453,2023-01-07,2137,Lindsey Garcia,16,50,4,314.67
454,2025-02-10,2188,Justin Maxwell,20,43,5,245.16
455,2025-01-10,4694,Misty Meyer,17,2,3,205.87
456,2024-12-10,1936,Jennifer Brown MD,8,8,4,678.7
457,2023-11-11,1309,Lisa Foster,33,52,3,44.32
458,2024-12-07,962,Judy Robinson,19,82,3,29.16
459,2024-09-21,1810,Dwayne Bruce,9,29,4,327.97
